"";"0.01";"0.03";"0.05";"0.07";"0.09";"0.11";"0.13";"0.15";"0.2";"0.3";"0.4";"0.5";"0.6";"0.7";"0.8";"0.9";"lengthRes"
"187";0,759;0,981;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;25
"188";0,324;0,746;0,951;0,996;1;1;1;1;1;1;1;1;1;1;1;1;28
"189";0,534;0,956;1;1;1;1;1;1;1;1;1;1;1;1;1;1;33
"190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24
"191";0,377;0,867;0,988;1;1;1;1;1;1;1;1;1;1;1;1;1;49
"192";0,567;0,976;1;1;1;1;1;1;1;1;1;1;1;1;1;1;45
"193";0,971;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"194";0,665;0,982;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;35
"195";0,318;0,681;0,891;0,954;0,983;0,988;0,998;1;1;1;1;1;1;1;1;1;13
"196";0,749;0,991;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;14
"197";0,453;0,923;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;42
"198";0,925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;102
"199";0,787;0,991;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;7
"200";0,332;0,781;0,954;0,99;0,997;1;1;1;1;1;1;1;1;1;1;1;19
"201";0,863;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;64
"202";0,254;0,574;0,743;0,862;0,936;0,951;0,975;0,984;0,996;1;1;1;1;1;1;1;3
"203";0,7;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;62
"204";0,77;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48
"205";0,164;0,354;0,535;0,655;0,769;0,849;0,909;0,955;0,988;0,998;1;1;1;1;1;1;2
"206";0,236;0,502;0,645;0,781;0,859;0,901;0,943;0,956;0,991;0,999;1;1;1;1;1;1;2
"207";0,263;0,633;0,804;0,908;0,963;0,981;0,992;0,998;1;1;1;1;1;1;1;1;5
"208";0,204;0,442;0,659;0,816;0,896;0,94;0,969;0,975;0,995;1;1;1;1;1;1;1;2
"209";0,335;0,752;0,905;0,962;0,978;0,986;0,993;0,996;1;1;1;1;1;1;1;1;7
"210";0,325;0,759;0,928;0,975;0,988;0,995;1;1;1;1;1;1;1;1;1;1;7
"211";0,261;0,545;0,723;0,842;0,909;0,947;0,963;0,964;0,988;0,998;1;1;1;1;1;1;2
"212";0,192;0,353;0,5;0,561;0,675;0,706;0,752;0,806;0,852;0,928;0,973;0,993;1;1;1;1;3
"213";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"214";0,529;0,945;0,99;0,998;1;1;1;1;1;1;1;1;1;1;1;1;29
"215";0,116;0,154;0,222;0,296;0,298;0,336;0,438;0,436;0,583;0,728;0,861;0,926;0,985;0,999;1;1;1
"216";0,373;0,817;0,961;0,989;0,99;0,997;1;1;1;1;1;1;1;1;1;1;14
"217";0,269;0,613;0,785;0,88;0,94;0,97;0,985;0,991;0,997;1;1;1;1;1;1;1;4
"218";0,255;0,452;0,628;0,763;0,839;0,866;0,918;0,938;0,973;0,998;1;1;1;1;1;1;3
"219";0,218;0,437;0,59;0,718;0,821;0,872;0,932;0,94;0,982;0,996;1;1;1;1;1;1;3
"220";0,206;0,576;0,813;0,907;0,969;0,981;0,995;1;1;1;1;1;1;1;1;1;8
"221";0,536;0,979;1;1;1;1;1;1;1;1;1;1;1;1;1;1;40
"222";0,125;0,179;0,209;0,258;0,321;0,344;0,409;0,476;0,548;0,728;0,835;0,911;0,964;0,997;1;1;1
"223";0,813;0,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
"224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"225";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4
"226";0,319;0,732;0,916;0,984;0,997;1;1;1;1;1;1;1;1;1;1;1;3
"227";0,608;0,949;0,99;0,997;1;1;1;1;1;1;1;1;1;1;1;1;8
"228";0,55;0,79;0,913;0,95;0,97;0,981;0,989;0,996;1;1;1;1;1;1;1;1;1
"229";0,352;0,728;0,902;0,952;0,976;0,991;0,999;1;1;1;1;1;1;1;1;1;15
"230";0,446;0,845;0,973;0,993;0,996;1;1;1;1;1;1;1;1;1;1;1;15
"231";0,746;0,964;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;2
"232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"233";0,296;0,67;0,853;0,946;0,981;0,993;0,995;1;1;1;1;1;1;1;1;1;15
"234";0,13;0,194;0,28;0,349;0,43;0,506;0,542;0,618;0,74;0,878;0,959;0,987;0,994;1;1;1;1
"235";0,303;0,731;0,915;0,972;0,992;0,999;1;1;1;1;1;1;1;1;1;1;19
"236";0,798;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;46
"237";0,421;0,892;0,976;0,997;1;1;1;1;1;1;1;1;1;1;1;1;16
"238";0,291;0,598;0,84;0,934;0,977;0,987;0,996;1;1;1;1;1;1;1;1;1;13
"239";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
"240";0,365;0,862;0,973;0,994;1;1;1;1;1;1;1;1;1;1;1;1;4
"241";0,327;0,646;0,722;0,824;0,867;0,915;0,925;0,949;0,976;0,999;1;1;1;1;1;1;1
"242";0,503;0,93;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;15
"243";0,672;0,963;0,987;0,997;1;1;1;1;1;1;1;1;1;1;1;1;2
"244";0,395;0,865;0,977;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;16
"245";0,345;0,682;0,848;0,919;0,961;0,979;0,995;1;1;1;1;1;1;1;1;1;2
"246";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
"247";0,202;0,389;0,565;0,684;0,806;0,865;0,904;0,948;0,988;0,994;0,999;1;1;1;1;1;3
"248";0,181;0,333;0,519;0,659;0,825;0,881;0,933;0,963;0,987;1;1;1;1;1;1;1;15
"249";0,146;0,233;0,329;0,416;0,49;0,563;0,638;0,68;0,806;0,932;0,975;0,993;0,998;1;1;1;2
"250";0,145;0,215;0,301;0,434;0,477;0,627;0,684;0,773;0,893;0,972;0,997;1;1;1;1;1;9
"251";0,595;0,935;0,988;0,997;1;1;1;1;1;1;1;1;1;1;1;1;2
"252";0,139;0,207;0,252;0,397;0,479;0,571;0,614;0,677;0,803;0,936;0,988;0,998;1;1;1;1;7
"253";0,343;0,841;0,969;0,993;1;1;1;1;1;1;1;1;1;1;1;1;48
"254";0,124;0,181;0,251;0,329;0,393;0,448;0,499;0,58;0,657;0,849;0,931;0,973;0,991;1;1;1;1
"255";0,365;0,835;0,967;0,995;1;1;1;1;1;1;1;1;1;1;1;1;15
"256";0,126;0,2;0,262;0,343;0,416;0,523;0,584;0,65;0,775;0,937;0,97;0,997;1;1;1;1;7
"257";0,163;0,35;0,503;0,654;0,801;0,876;0,929;0,953;0,983;0,999;1;1;1;1;1;1;19
"258";0,358;0,834;0,986;0,998;1;1;1;1;1;1;1;1;1;1;1;1;50
"259";0,151;0,386;0,542;0,68;0,845;0,899;0,953;0,971;0,997;1;1;1;1;1;1;1;18
"260";0,233;0,555;0,741;0,859;0,924;0,958;0,972;0,982;0,998;1;1;1;1;1;1;1;4
"261";0,205;0,492;0,723;0,879;0,949;0,973;0,993;0,997;1;1;1;1;1;1;1;1;19
"262";0,18;0,371;0,56;0,747;0,858;0,938;0,957;0,986;0,998;1;1;1;1;1;1;1;43
"263";0,143;0,341;0,468;0,623;0,773;0,839;0,907;0,947;0,979;0,998;1;1;1;1;1;1;11
"264";0,184;0,402;0,661;0,774;0,902;0,954;0,982;0,991;0,999;1;1;1;1;1;1;1;20
"265";0,362;0,751;0,916;0,971;0,994;0,998;1;1;1;1;1;1;1;1;1;1;28
"266";0,171;0,291;0,375;0,529;0,601;0,736;0,799;0,858;0,931;0,996;1;1;1;1;1;1;9
"267";0,155;0,314;0,522;0,699;0,806;0,908;0,956;0,973;0,997;1;1;1;1;1;1;1;25
"268";0,231;0,474;0,63;0,734;0,828;0,884;0,928;0,955;0,979;0,998;1;1;1;1;1;1;12
"269";0,145;0,214;0,297;0,353;0,448;0,563;0,612;0,663;0,777;0,915;0,957;0,993;0,997;1;1;1;6
"270";0,151;0,276;0,367;0,504;0,6;0,727;0,765;0,807;0,927;0,986;0,996;1;1;1;1;1;8
"271";0,186;0,5;0,681;0,824;0,928;0,955;0,975;0,985;1;1;1;1;1;1;1;1;17
"272";0,193;0,37;0,63;0,762;0,877;0,925;0,965;0,977;0,994;0,999;1;1;1;1;1;1;17
"273";0,231;0,518;0,704;0,845;0,923;0,954;0,97;0,982;0,994;0,999;1;1;1;1;1;1;7
"274";0,141;0,268;0,394;0,519;0,636;0,719;0,809;0,873;0,96;0,993;0,997;1;1;1;1;1;10
"275";0,234;0,597;0,818;0,932;0,979;0,991;0,997;1;1;1;1;1;1;1;1;1;20
"276";0,165;0,317;0,469;0,576;0,682;0,743;0,829;0,869;0,942;0,991;0,999;1;1;1;1;1;7
"277";0,17;0,366;0,529;0,662;0,804;0,866;0,92;0,958;0,982;0,998;1;1;1;1;1;1;10
"278";0,193;0,463;0,707;0,843;0,935;0,984;0,984;0,993;1;1;1;1;1;1;1;1;20
"279";0,147;0,227;0,339;0,457;0,557;0,656;0,712;0,809;0,923;0,997;1;1;1;1;1;1;14
