"";"fishTest.0.01";"fishTest.0.02";"fishTest.0.03";"fishTest.0.04";"fishTest.0.05";"fishTest.0.07";"fishTest.0.09";"fishTest.0.11";"fishTest.0.13";"fishTest.0.15";"fishTest.0.2";"fishTest.0.25";"fishTest.0.3";"fishTest.0.35";"fishTest.0.4";"fishTest.0.45";"fishTest.0.5";"fishTest.0.55";"fishTest.0.6";"fishTest.0.65";"fishTest.0.7";"fishTest.0.75";"fishTest.0.8";"fishTest.0.85";"fishTest.0.9";"fishTest.0.95";"fishTestCompl.0.01";"fishTestCompl.0.02";"fishTestCompl.0.03";"fishTestCompl.0.04";"fishTestCompl.0.05";"fishTestCompl.0.07";"fishTestCompl.0.09";"fishTestCompl.0.11";"fishTestCompl.0.13";"fishTestCompl.0.15";"fishTestCompl.0.2";"fishTestCompl.0.25";"fishTestCompl.0.3";"fishTestCompl.0.35";"fishTestCompl.0.4";"fishTestCompl.0.45";"fishTestCompl.0.5";"fishTestCompl.0.55";"fishTestCompl.0.6";"fishTestCompl.0.65";"fishTestCompl.0.7";"fishTestCompl.0.75";"fishTestCompl.0.8";"fishTestCompl.0.85";"fishTestCompl.0.9";"fishTestCompl.0.95"
"190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"191";0,464;0,808;0,966;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,021;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"192";0,769;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"193";0,973;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"194";0,912;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
"195";0,412;0,691;0,848;0,937;0,984;0,998;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;0,009;0,007;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"196";0,893;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"197";0,623;0,943;0,988;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"198";0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"199";0,898;0,989;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,997;1;1;0;0;0;0;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"200";0,463;0,711;0,927;0,974;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,03;0,004;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"201";0,968;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"202";0,281;0,455;0,584;0,703;0,785;0,888;0,938;0,971;0,979;0,989;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,042;0,015;0,009;0,007;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"203";0,876;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"204";0,985;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"205";0,184;0,235;0,327;0,412;0,483;0,617;0,756;0,83;0,865;0,927;0,972;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;0;0;0,054;0,026;0,012;0,008;0,005;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"206";0,236;0,334;0,489;0,579;0,66;0,783;0,848;0,89;0,917;0,949;0,981;0,992;0,998;1;1;1;1;1;1;1;1;1;1;1;0;0;0,052;0,031;0,025;0,011;0,003;0,002;0,004;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"207";0,326;0,495;0,678;0,811;0,873;0,949;0,978;0,994;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,034;0,02;0,008;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,114;1;1
"208";0,182;0,302;0,437;0,542;0,638;0,743;0,842;0,904;0,939;0,979;0,99;0,998;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,046;0,013;0,009;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"209";0,436;0,702;0,829;0,93;0,976;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0,006;0,028;0,022;0,008;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"210";0,442;0,706;0,847;0,931;0,98;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,027;0,007;0,002;0,003;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"211";0,29;0,418;0,553;0,654;0,734;0,852;0,885;0,93;0,962;0,981;0,99;0,999;0,999;1;1;1;1;1;1;1;1;1;1;0;0;0;0,048;0,024;0,017;0,007;0,005;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"212";0,213;0,297;0,355;0,456;0,511;0,567;0,628;0,715;0,75;0,788;0,868;0,913;0,935;0,975;0,977;0,982;0,995;0,999;1;1;1;1;1;1;0;0;0,061;0,036;0,035;0,024;0,015;0,01;0,002;0,002;0;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"213";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"214";0,759;0,965;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"215";0,109;0,151;0,177;0,213;0,237;0,264;0,317;0,351;0,406;0,425;0,539;0,645;0,766;0,829;0,833;0,905;0,945;0,959;0,986;0,985;0,994;1;0,999;1;1;1;0,08;0,066;0,061;0,047;0,037;0,024;0,02;0,009;0,002;0,004;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";0,52;0,786;0,916;0,973;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,016;0,008;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"217";0,316;0,501;0,662;0,765;0,825;0,936;0,974;0,984;0,994;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,049;0,019;0,007;0,01;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"218";0,23;0,354;0,461;0,55;0,609;0,756;0,8;0,875;0,922;0,933;0,977;0,987;0,995;0,997;1;0,999;1;1;1;1;1;1;1;1;0;0;0,048;0,042;0,024;0,021;0,013;0,009;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"219";0,235;0,324;0,443;0,529;0,624;0,728;0,838;0,88;0,94;0,959;0,993;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0;0,041;0,036;0,032;0,025;0,012;0,008;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"220";0,278;0,464;0,678;0,791;0,891;0,951;0,988;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,031;0,018;0,007;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"221";0,711;0,972;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,061;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"222";0,129;0,166;0,158;0,19;0,21;0,247;0,334;0,355;0,409;0,459;0,556;0,635;0,729;0,802;0,829;0,913;0,924;0,943;0,967;0,981;0,993;0,997;0,999;1;1;1;0,089;0,061;0,068;0,056;0,045;0,024;0,011;0,017;0,006;0,005;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";0,861;0,972;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"225";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"226";0,274;0,506;0,681;0,82;0,91;0,974;0,994;0,997;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0,024;0,005;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"227";0,69;0,94;0,98;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,989;1;0;0;0;0,008;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"228";0,541;0,704;0,799;0,856;0,904;0,946;0,966;0,985;0,984;0,996;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,01;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"229";0,431;0,746;0,892;0,962;0,987;0,996;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,029;0,01;0,002;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"230";0,533;0,842;0,97;0,988;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,156;0,026;0,004;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"231";0,757;0,907;0,965;0,98;0,988;0,998;0,999;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,006;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"233";0,389;0,636;0,817;0,921;0,98;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,008;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"234";0,135;0,153;0,191;0,256;0,259;0,319;0,4;0,487;0,592;0,61;0,757;0,843;0,904;0,938;0,96;0,987;0,989;0,998;0,996;1;1;1;1;1;1;0;0,076;0,045;0,039;0,032;0,024;0,007;0,003;0,003;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"235";0,397;0,684;0,868;0,947;0,984;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,035;0,03;0,011;0,004;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"236";0,958;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"237";0,522;0,837;0,944;0,979;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,009;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"238";0,337;0,6;0,743;0,866;0,935;0,988;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,035;0,008;0,009;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"239";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"240";0,332;0,596;0,831;0,924;0,966;0,994;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0,022;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"241";0,356;0,498;0,608;0,693;0,746;0,837;0,866;0,915;0,936;0,953;0,975;0,987;0,999;1;1;1;1;1;1;1;0;0;0;0;0;0;0,04;0,009;0,002;0,001;0,002;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"242";0,577;0,904;0,986;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,023;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"243";0,673;0,874;0,944;0,971;0,987;0,999;0,995;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0,012;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"244";0,543;0,846;0,965;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,972;0,013;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"245";0,335;0,539;0,67;0,777;0,826;0,914;0,964;0,972;0,985;0,992;0,997;0,998;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,026;0,021;0,009;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"246";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"247";0,217;0,326;0,407;0,546;0,606;0,72;0,845;0,874;0,93;0,946;0,983;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,064;0,049;0,024;0,019;0,009;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"248";0,193;0,28;0,374;0,481;0,603;0,766;0,888;0,947;0,978;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0,031;0,03;0,017;0,004;0,001;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"249";0,157;0,172;0,237;0,276;0,295;0,407;0,473;0,532;0,582;0,658;0,781;0,887;0,925;0,972;0,977;0,989;0,992;0,999;0,999;1;1;1;1;1;1;1;0,073;0,063;0,05;0,029;0,031;0,014;0,006;0,005;0,006;0,003;0,002;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"250";0,144;0,21;0,258;0,328;0,378;0,516;0,615;0,738;0,809;0,86;0,942;0,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,088;0,062;0,052;0,047;0,026;0,015;0,007;0,009;0,004;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"251";0,559;0,844;0,923;0,962;0,993;0,998;0,998;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"252";0,14;0,198;0,25;0,33;0,375;0,47;0,551;0,673;0,769;0,809;0,923;0,966;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0,068;0,061;0,045;0,028;0,03;0,024;0,016;0,007;0,008;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"253";0,432;0,785;0,939;0,992;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,021;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"254";0,121;0,142;0,194;0,238;0,238;0,322;0,389;0,463;0,52;0,599;0,673;0,772;0,845;0,901;0,916;0,954;0,977;0,985;0,996;0,998;0,999;1;1;1;1;0;0,094;0,058;0,041;0,037;0,029;0,009;0,008;0,006;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"255";0,458;0,772;0,92;0,975;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,263;0,864;0,02;0,005;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"256";0,132;0,19;0,228;0,269;0,311;0,404;0,493;0,599;0,688;0,758;0,862;0,951;0,974;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;0,091;0,056;0,07;0,039;0,039;0,016;0,011;0,015;0,007;0,005;0,004;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0
"257";0,171;0,263;0,42;0,557;0,644;0,825;0,898;0,955;0,988;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,076;0,053;0,036;0,012;0,016;0,005;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"258";0,457;0,817;0,951;0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,021;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"259";0,182;0,312;0,423;0,553;0,673;0,841;0,952;0,972;0,991;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,06;0,039;0,02;0,013;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"260";0,284;0,452;0,602;0,717;0,781;0,896;0,954;0,971;0,989;0,992;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,036;0,018;0,009;0,003;0,005;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"261";0,226;0,399;0,569;0,707;0,827;0,939;0,985;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,049;0,025;0,012;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"262";0,188;0,326;0,444;0,58;0,699;0,882;0,961;0,986;0,996;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0,042;0,015;0,012;0,008;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"263";0,196;0,273;0,41;0,486;0,616;0,766;0,865;0,937;0,973;0,989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,06;0,038;0,036;0,028;0,008;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"264";0,231;0,377;0,522;0,672;0,79;0,919;0,973;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,061;0,036;0,011;0,007;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"265";0,439;0,764;0,928;0,979;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"266";0,16;0,251;0,302;0,377;0,473;0,602;0,724;0,829;0,906;0,947;0,988;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0,069;0,054;0,045;0,018;0,017;0,01;0,008;0,006;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"267";0,175;0,301;0,404;0,547;0,64;0,84;0,944;0,977;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,062;0,045;0,023;0,016;0,01;0,004;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"268";0,257;0,45;0,626;0,731;0,805;0,913;0,969;0,992;0,992;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,032;0,02;0,024;0,004;0,001;0,006;0,003;0;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"269";0,148;0,195;0,219;0,243;0,314;0,456;0,525;0,612;0,698;0,764;0,89;0,952;0,995;0,99;1;0,999;1;1;1;1;1;1;1;1;1;1;0,085;0,056;0,038;0,034;0,036;0,018;0,011;0,01;0,004;0,004;0;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;1
"270";0,15;0,26;0,325;0,4;0,478;0,614;0,744;0,806;0,881;0,926;0,983;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;0,067;0,058;0,046;0,024;0,018;0,007;0,004;0,004;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"271";0,236;0,381;0,557;0,722;0,799;0,934;0,981;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,053;0,024;0,011;0,008;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"272";0,195;0,336;0,479;0,619;0,714;0,88;0,945;0,988;0,999;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,061;0,027;0,014;0,007;0,002;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"273";0,276;0,502;0,647;0,754;0,837;0,942;0,972;0,991;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;0,046;0,023;0,014;0,007;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"274";0,146;0,241;0,319;0,414;0,467;0,64;0,806;0,866;0,929;0,944;0,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,068;0,047;0,042;0,025;0,016;0,012;0,007;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"275";0,318;0,594;0,773;0,871;0,958;0,988;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,037;0,016;0,005;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"276";0,189;0,298;0,368;0,454;0,517;0,678;0,773;0,836;0,899;0,939;0,985;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,071;0,049;0,034;0,015;0,019;0,009;0,004;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"277";0,201;0,313;0,462;0,567;0,655;0,805;0,899;0,959;0,979;0,99;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;0,049;0,02;0,02;0,007;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"278";0,242;0,403;0,59;0,689;0,815;0,942;0,988;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,052;0,025;0,008;0,008;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"279";0,162;0,23;0,274;0,371;0,425;0,581;0,676;0,801;0,846;0,924;0,98;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,084;0,063;0,034;0,036;0,028;0,019;0,007;0,005;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"280";0,441;0,693;0,817;0,935;0,974;0,989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,04;0,016;0,007;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"281";0,109;0,118;0,156;0,178;0,209;0,217;0,248;0,284;0,327;0,349;0,466;0,498;0,59;0,672;0,715;0,754;0,808;0,867;0,893;0,931;0,964;0,987;0,988;1;1;1;0,088;0,08;0,064;0,087;0,069;0,057;0,048;0,044;0,033;0,031;0,02;0,015;0,01;0,004;0,002;0;0,001;0;0;0;0;0;0;0;0;0
"282";0,162;0,26;0,341;0,413;0,535;0,65;0,75;0,839;0,891;0,934;0,978;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,047;0,029;0,026;0,014;0,008;0,005;0,001;0,003;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"283";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"284";0,171;0,203;0,302;0,366;0,457;0,579;0,729;0,811;0,886;0,925;0,984;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,075;0,08;0,045;0,036;0,028;0,01;0,005;0,005;0,002;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"285";0,183;0,319;0,47;0,559;0,702;0,9;0,944;0,979;0,998;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,063;0,041;0,021;0,011;0,006;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
