"";"fishTest.0.01";"fishTest.0.02";"fishTest.0.03";"fishTest.0.04";"fishTest.0.05";"fishTest.0.07";"fishTest.0.09";"fishTest.0.11";"fishTest.0.13";"fishTest.0.15";"fishTest.0.2";"fishTest.0.25";"fishTest.0.3";"fishTest.0.35";"fishTest.0.4";"fishTest.0.45";"fishTest.0.5";"fishTest.0.55";"fishTest.0.6";"fishTest.0.65";"fishTest.0.7";"fishTest.0.75";"fishTest.0.8";"fishTest.0.85";"fishTest.0.9";"fishTest.0.95";"fishTestCompl.0.01";"fishTestCompl.0.02";"fishTestCompl.0.03";"fishTestCompl.0.04";"fishTestCompl.0.05";"fishTestCompl.0.07";"fishTestCompl.0.09";"fishTestCompl.0.11";"fishTestCompl.0.13";"fishTestCompl.0.15";"fishTestCompl.0.2";"fishTestCompl.0.25";"fishTestCompl.0.3";"fishTestCompl.0.35";"fishTestCompl.0.4";"fishTestCompl.0.45";"fishTestCompl.0.5";"fishTestCompl.0.55";"fishTestCompl.0.6";"fishTestCompl.0.65";"fishTestCompl.0.7";"fishTestCompl.0.75";"fishTestCompl.0.8";"fishTestCompl.0.85";"fishTestCompl.0.9";"fishTestCompl.0.95"
"83";0,942;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"84";0,776;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"85";0,157;0,183;0,232;0,312;0,376;0,495;0,605;0,721;0,78;0,868;0,966;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0,065;0,045;0,04;0,026;0,017;0,008;0,006;0,002;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"86";0,608;0,905;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"87";0,601;0,91;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,007;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"88";0,887;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"89";0,676;0,908;0,986;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,989;0;0;0;0,008;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"90";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"91";0,235;0,36;0,491;0,573;0,687;0,819;0,897;0,943;0,967;0,989;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,053;0,041;0,017;0,007;0,007;0,002;0,003;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"92";0,285;0,478;0,672;0,827;0,9;0,968;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,033;0,017;0,007;0,005;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"93";0,205;0,324;0,492;0,598;0,719;0,868;0,958;0,989;0,992;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,082;0,037;0,016;0,008;0,009;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"94";0,519;0,85;0,967;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0,02;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"95";0,891;0,979;0,998;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"96";0,33;0,537;0,753;0,86;0,927;0,98;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,04;0,016;0,009;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"97";0,438;0,773;0,926;0,977;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,026;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"98";0,37;0,637;0,804;0,913;0,948;0,99;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,03;0,005;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"99";0,641;0,953;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"100";0,54;0,891;0,963;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,898;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"101";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"102";0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,999;1;1;1;1;0,001;0,008;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"103";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"104";0,787;0,974;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"105";1;1;1;1;1;1;1;1;1;1;1;1;0,915;0,975;0,994;0,998;1;1;1;1;1;1;1;1;1;0,779;0,001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"106";0,246;0,44;0,625;0,726;0,832;0,938;0,979;0,99;0,998;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,048;0,016;0,014;0,011;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"107";0,388;0,581;0,653;0,712;0,767;0,847;0,906;0,925;0,951;0,96;0,984;0,993;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,043;0,007;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"108";0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"109";0,185;0,249;0,336;0,374;0,43;0,534;0,622;0,683;0,72;0,756;0,856;0,886;0,924;0,952;0,963;0,981;0,984;0,991;1;1;1;1;1;1;0;0;0,053;0,04;0,034;0,013;0,01;0,005;0,002;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"110";0,486;0,756;0,92;0,971;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,017;0,006;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"111";0,913;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"112";0,706;0,97;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,991;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"113";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"114";0,745;0,959;0,995;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"115";0,688;0,931;0,988;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"116";0,692;0,95;0,984;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,005;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"117";0,374;0,669;0,846;0,933;0,977;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,009;0,004;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"118";0,431;0,752;0,889;0,968;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,265;0;0,025;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"119";0,564;0,932;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"120";0,707;0,957;0,996;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,014;0,166;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"121";0,853;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"122";0,241;0,412;0,575;0,68;0,75;0,891;0,95;0,976;0,992;0,996;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,048;0,029;0,014;0,007;0,003;0,003;0,002;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"123";0,285;0,402;0,525;0,566;0,647;0,758;0,801;0,849;0,868;0,898;0,953;0,972;0,979;0,992;1;1;1;1;1;1;1;1;0;0;0;0;0,049;0,024;0,012;0,006;0,006;0;0;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"124";0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"125";0,52;0,795;0,963;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"126";0,454;0,693;0,87;0,941;0,987;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,932;1;0,032;0,005;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"127";0,243;0,415;0,597;0,745;0,852;0,956;0,991;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;0,032;0,013;0,003;0,003;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"128";0,809;0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"129";0,329;0,525;0,65;0,735;0,817;0,889;0,941;0,966;0,98;0,99;0,997;0,998;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,035;0,016;0,007;0,004;0,003;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"130";0,569;0,918;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"131";0,472;0,805;0,953;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,019;0,007;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"132";0,31;0,526;0,728;0,869;0,935;0,985;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,04;0,006;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"133";0,989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,848;0,003;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"134";0,209;0,332;0,477;0,572;0,72;0,878;0,948;0,983;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,065;0,048;0,018;0,004;0,009;0,005;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"135";0,761;0,957;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"136";0,417;0,641;0,784;0,875;0,922;0,955;0,991;0,996;1;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,023;0,013;0,005;0,002;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,162;1;1;1;1
"137";0,872;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"138";0,281;0,412;0,557;0,646;0,723;0,818;0,872;0,93;0,952;0,966;0,985;0,995;0,998;1;1;1;1;1;1;1;1;1;1;0;0;0;0,057;0,03;0,008;0,012;0,012;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"139";0,543;0,846;0,935;0,984;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,996929375639713;0;0;0,013;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"140";0,674;0,956;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,619;0,01;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"141";0,224;0,34;0,437;0,5;0,558;0,653;0,739;0,769;0,807;0,823;0,883;0,946;0,96;0,977;0,985;0,993;0,999;1;1;1;1;1;1;0;0;0;0,058;0,033;0,025;0,019;0,006;0,003;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"142";0,852;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"143";0,601;0,923;0,991;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,01;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"144";0,401;0,754;0,901;0,978;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,023;0,008;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"145";0,369;0,515;0,646;0,722;0,791;0,838;0,897;0,927;0,945;0,969;0,989;0,994;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0,032;0,009;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"146";0,216;0,353;0,478;0,595;0,653;0,809;0,881;0,931;0,967;0,975;0,997;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0;0,055;0,034;0,024;0,015;0,012;0,001;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"147";0,735;0,976;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"148";0,514;0,887;0,973;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"149";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039;1;1;1;1;1;1;1;1;1
"150";0,222;0,318;0,413;0,506;0,586;0,678;0,768;0,824;0,882;0,907;0,953;0,983;0,994;0,997;0,999;0,999;1;1;1;1;1;1;1;0,998;1;0;0,053;0,039;0,031;0,016;0,011;0,01;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"151";0,68;0,945;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"152";0,507;0,831;0,96;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,039;0,023;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"153";0,452;0,774;0,93;0,993;0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;0,005;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"154";0,231;0,4;0,548;0,639;0,727;0,846;0,94;0,958;0,983;0,99;0,997;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0,054;0,024;0,01;0,004;0,009;0,003;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"155";0,519;0,88;0,972;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,021;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"156";0,494;0,838;0,964;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,023;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"157";0,695;0,949;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"158";0,802;0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"159";0,449;0,746;0,886;0,966;0,982;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,024;0,01;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"160";0,307;0,433;0,572;0,638;0,755;0,83;0,905;0,931;0,952;0,978;0,99;0,997;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,043;0,021;0,014;0,005;0,005;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"161";0,793;0,987;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"162";0,318;0,504;0,709;0,832;0,924;0,982;0,993;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,037;0,008;0,003;0,002;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"163";0,545;0,841;0,973;0,993;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,232;0,016;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"164";0,283;0,46;0,626;0,698;0,796;0,9;0,947;0,97;0,985;0,992;0,997;0,997;1;1;1;1;1;1;1;1;1;1;1;0,899;0,99;0;0,058;0,023;0,014;0,007;0,005;0,003;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"165";0,175;0,261;0,354;0,431;0,504;0,624;0,694;0,791;0,849;0,875;0,958;0,98;0,988;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;0,083;0,039;0,034;0,023;0,023;0,009;0,014;0,005;0;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"166";0,656;0,944;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"167";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"168";0,946;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"169";0,954;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"170";0,625;0,908;0,98;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;0,008;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"171";0,815;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"172";0,578;0,89;0,982;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"173";0,807;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"174";0,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,849;0,042;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"175";0,686;0,93;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"176";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"177";0,623;0,911;0,985;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"178";0,453;0,764;0,904;0,959;0,984;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,023;0,005;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"179";0,369;0,618;0,801;0,93;0,972;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,03;0,012;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"180";0,948;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"181";0,818;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"182";0,616;0,918;0,988;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"183";0,785;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"184";0,526;0,889;0,983;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,016;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"185";0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"186";0,786;0,989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,164;0;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"187";0,979;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,657;0,001;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"188";0,404;0,72;0,899;0,981;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"189";0,697;0,957;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,009;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
