"x"
"empty"
"0"
"1"
"0"
"1"
"1"
"1"
"0"
"1"
"0"
"1"
"1"
"1"
"0"
"selected out, other paper"
"1"
"0"
"1"
"0"
"1"
"1"
"0"
"1"
"0"
"1"
"1"
"0"
"1"
"1"
"0"
"selected out, other paper"
"1"
"0"
"1"
"0"
"1"
"1"
"0"
"0"
"0"
"1"
"1"
"1"
"1"
"0"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"1"
"1"
"0"
"0"
"1"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"1"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"1"
"1"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"1"
"0"
"selected out, other paper"
"0"
"0"
"0"
"1"
"0"
"1"
"0"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"selected out, other paper"
"1"
"0"
"0"
"0"
"selected out, other paper"
"0"
"0"
"0"
"0"
"0"
"1"
"1"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"1"
"0"
"0"
"1"
"0"
"0"
"0"
"1"
"0"
"1"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"selected out, other paper"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"1"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"1"
"1"
"0"
"1"
"0"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"1"
"0"
"0"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"1"
"0"
"0"
"1"
"1"
"0"
"0"
"0"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"selected out, other paper"
"0"
"0"
"0"
"0"
"selected out, other paper"
"0"
"1"
"1"
"0"
"1"
"0"
"0"
"1"
"1"
"selected out, other paper"
"0"
"1"
"1"
"0"
"selected out, other paper"
"selected out, other paper"
"0"
"1"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"0"
"selected out, other paper"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"selected out, other paper"
"1"
"1"
"0"
"selected out, other paper"
"0"
"1"
"selected out, other paper"
"1"
"0"
"0"
"0"
"1"
"1"
"selected out, other paper"
"1"
"0"
"1"
"0"
"0"
"0"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"0"
"selected out, other paper"
"0"
"0"
"1"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"selected out, enough sig"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"0"
"1"
"0"
"1"
"1"
"1"
"0"
"0"
"0"
"0"
"0"
"1"
"1"
"0"
"1"
"1"
"0"
"selected out, enough sig"
"0"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"1"
"0"
"1"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"0"
"1"
"0"
"0"
"0"
"0"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, enough sig"
"0"
"0"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, enough sig"
"0"
"selected out, enough sig"
"1"
"1"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, enough sig"
"0"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"1"
"1"
"selected out, enough sig"
"1"
"selected out, enough sig"
"0"
"0"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"0"
"0"
"0"
"0"
"0"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"0"
"selected out, other paper"
"selected out, enough sig"
"0"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"0"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"1"
"selected out, enough sig"
"1"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
"selected out, enough sig"
"selected out, other paper"
"selected out, enough sig"
